#SAMPLE	BIOSAMPLE	STUDY	ENVIRONMENT	SOURCE_SAMPLE_LINK
GARB21-1_SAMN12799098_METAG	SAMN12799098	GARB21-1	marine sediment metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN12799098/
GARB21-1_SAMN12799099_METAG	SAMN12799099	GARB21-1	marine sediment metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN12799099/
GARB21-1_SAMN12799100_METAG	SAMN12799100	GARB21-1	marine sediment metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN12799100/
GARB21-1_SAMN12799101_METAG	SAMN12799101	GARB21-1	marine sediment metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN12799101/
GARB21-1_SAMN12799102_METAG	SAMN12799102	GARB21-1	marine sediment metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN12799102/
GARB21-1_SAMN12799103_METAG	SAMN12799103	GARB21-1	marine sediment metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN12799103/
GASP19-1_SAMN09980563_METAG	SAMN09980563	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980563/
GASP19-1_SAMN09980564_METAG	SAMN09980564	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980564/
GASP19-1_SAMN09980565_METAG	SAMN09980565	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980565/
GASP19-1_SAMN09980566_METAG	SAMN09980566	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980566/
GASP19-1_SAMN09980567_METAG	SAMN09980567	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980567/
GASP19-1_SAMN09980568_METAG	SAMN09980568	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980568/
GASP19-1_SAMN09980569_METAG	SAMN09980569	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980569/
GASP19-1_SAMN09980570_METAG	SAMN09980570	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980570/
GASP19-1_SAMN09980571_METAG	SAMN09980571	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980571/
GASP19-1_SAMN09980572_METAG	SAMN09980572	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980572/
GASP19-1_SAMN09980573_METAG	SAMN09980573	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980573/
GASP19-1_SAMN09980574_METAG	SAMN09980574	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980574/
GASP19-1_SAMN09980575_METAG	SAMN09980575	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980575/
GASP19-1_SAMN09980576_METAG	SAMN09980576	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980576/
GASP19-1_SAMN09980577_METAG	SAMN09980577	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980577/
GASP19-1_SAMN09980578_METAG	SAMN09980578	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980578/
GASP19-1_SAMN09980579_METAG	SAMN09980579	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980579/
GASP19-1_SAMN09980580_METAG	SAMN09980580	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980580/
GASP19-1_SAMN09980581_METAG	SAMN09980581	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980581/
GASP19-1_SAMN09980582_METAG	SAMN09980582	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980582/
GASP19-1_SAMN09980583_METAG	SAMN09980583	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980583/
GASP19-1_SAMN09980584_METAG	SAMN09980584	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980584/
GASP19-1_SAMN09980585_METAG	SAMN09980585	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980585/
GASP19-1_SAMN09980586_METAG	SAMN09980586	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980586/
GASP19-1_SAMN09980587_METAG	SAMN09980587	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980587/
GASP19-1_SAMN09980588_METAG	SAMN09980588	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980588/
GASP19-1_SAMN09980589_METAG	SAMN09980589	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980589/
GASP19-1_SAMN09980590_METAG	SAMN09980590	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980590/
GASP19-1_SAMN09980591_METAG	SAMN09980591	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980591/
GASP19-1_SAMN09980592_METAG	SAMN09980592	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980592/
GASP19-1_SAMN09980593_METAG	SAMN09980593	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980593/
GASP19-1_SAMN09980594_METAG	SAMN09980594	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980594/
GASP19-1_SAMN09980595_METAG	SAMN09980595	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980595/
GASP19-1_SAMN09980596_METAG	SAMN09980596	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980596/
GASP19-1_SAMN09980597_METAG	SAMN09980597	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980597/
GASP19-1_SAMN09980598_METAG	SAMN09980598	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980598/
GASP19-1_SAMN09980599_METAG	SAMN09980599	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980599/
GASP19-1_SAMN09980600_METAG	SAMN09980600	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980600/
GASP19-1_SAMN09980601_METAG	SAMN09980601	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980601/
GASP19-1_SAMN09980602_METAG	SAMN09980602	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980602/
GASP19-1_SAMN09980603_METAG	SAMN09980603	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980603/
GASP19-1_SAMN09980604_METAG	SAMN09980604	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980604/
GASP19-1_SAMN09980605_METAG	SAMN09980605	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980605/
GASP19-1_SAMN09980606_METAG	SAMN09980606	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980606/
GASP19-1_SAMN09980607_METAG	SAMN09980607	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980607/
GASP19-1_SAMN09980608_METAG	SAMN09980608	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980608/
GASP19-1_SAMN09980609_METAG	SAMN09980609	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980609/
GASP19-1_SAMN09980610_METAG	SAMN09980610	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980610/
GASP19-1_SAMN09980611_METAG	SAMN09980611	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980611/
GASP19-1_SAMN09980612_METAG	SAMN09980612	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980612/
GASP19-1_SAMN09980613_METAG	SAMN09980613	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980613/
GASP19-1_SAMN09980614_METAG	SAMN09980614	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980614/
GASP19-1_SAMN09980615_METAG	SAMN09980615	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980615/
GASP19-1_SAMN09980616_METAG	SAMN09980616	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980616/
GASP19-1_SAMN09980617_METAG	SAMN09980617	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980617/
GASP19-1_SAMN09980618_METAG	SAMN09980618	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980618/
GASP19-1_SAMN09980619_METAG	SAMN09980619	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980619/
GASP19-1_SAMN09980620_METAG	SAMN09980620	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980620/
GASP19-1_SAMN09980621_METAG	SAMN09980621	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980621/
GASP19-1_SAMN09980622_METAG	SAMN09980622	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980622/
GASP19-1_SAMN09980623_METAG	SAMN09980623	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980623/
GASP19-1_SAMN09980624_METAG	SAMN09980624	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980624/
GASP19-1_SAMN09980625_METAG	SAMN09980625	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980625/
GASP19-1_SAMN09980626_METAG	SAMN09980626	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980626/
GASP19-1_SAMN09980627_METAG	SAMN09980627	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980627/
GASP19-1_SAMN09980628_METAG	SAMN09980628	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980628/
GASP19-1_SAMN09980629_METAG	SAMN09980629	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980629/
GASP19-1_SAMN09980630_METAG	SAMN09980630	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980630/
GASP19-1_SAMN09980631_METAG	SAMN09980631	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980631/
GASP19-1_SAMN09980632_METAG	SAMN09980632	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980632/
GASP19-1_SAMN09980633_METAG	SAMN09980633	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980633/
GASP19-1_SAMN09980634_METAG	SAMN09980634	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980634/
GASP19-1_SAMN09980635_METAG	SAMN09980635	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980635/
GASP19-1_SAMN09980636_METAG	SAMN09980636	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980636/
GASP19-1_SAMN09980637_METAG	SAMN09980637	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980637/
GASP19-1_SAMN09980638_METAG	SAMN09980638	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980638/
GASP19-1_SAMN09980639_METAG	SAMN09980639	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980639/
GASP19-1_SAMN09980640_METAG	SAMN09980640	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980640/
GASP19-1_SAMN09980641_METAG	SAMN09980641	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980641/
GASP19-1_SAMN09980642_METAG	SAMN09980642	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980642/
GASP19-1_SAMN09980643_METAG	SAMN09980643	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980643/
GASP19-1_SAMN09980644_METAG	SAMN09980644	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980644/
GASP19-1_SAMN09980645_METAG	SAMN09980645	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980645/
GASP19-1_SAMN09980646_METAG	SAMN09980646	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980646/
GASP19-1_SAMN09980647_METAG	SAMN09980647	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980647/
GASP19-1_SAMN09980648_METAG	SAMN09980648	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980648/
GASP19-1_SAMN09980649_METAG	SAMN09980649	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980649/
GASP19-1_SAMN09980650_METAG	SAMN09980650	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980650/
GASP19-1_SAMN09980651_METAG	SAMN09980651	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980651/
GASP19-1_SAMN09980652_METAG	SAMN09980652	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980652/
GASP19-1_SAMN09980653_METAG	SAMN09980653	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980653/
GASP19-1_SAMN09980654_METAG	SAMN09980654	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980654/
GASP19-1_SAMN09980655_METAG	SAMN09980655	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980655/
GASP19-1_SAMN09980656_METAG	SAMN09980656	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980656/
GASP19-1_SAMN09980657_METAG	SAMN09980657	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980657/
GASP19-1_SAMN09980658_METAG	SAMN09980658	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980658/
GASP19-1_SAMN09980659_METAG	SAMN09980659	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980659/
GASP19-1_SAMN09980660_METAG	SAMN09980660	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980660/
GASP19-1_SAMN09980661_METAG	SAMN09980661	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980661/
GASP19-1_SAMN09980662_METAG	SAMN09980662	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980662/
GASP19-1_SAMN09980663_METAG	SAMN09980663	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980663/
GASP19-1_SAMN09980664_METAG	SAMN09980664	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980664/
GASP19-1_SAMN09980665_METAG	SAMN09980665	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980665/
GASP19-1_SAMN09980666_METAG	SAMN09980666	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980666/
GASP19-1_SAMN09980667_METAG	SAMN09980667	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980667/
GASP19-1_SAMN09980668_METAG	SAMN09980668	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980668/
GASP19-1_SAMN09980669_METAG	SAMN09980669	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980669/
GASP19-1_SAMN09980670_METAG	SAMN09980670	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980670/
GASP19-1_SAMN09980671_METAG	SAMN09980671	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980671/
GASP19-1_SAMN09980672_METAG	SAMN09980672	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980672/
GASP19-1_SAMN09980673_METAG	SAMN09980673	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980673/
GASP19-1_SAMN09980674_METAG	SAMN09980674	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980674/
GASP19-1_SAMN09980675_METAG	SAMN09980675	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980675/
GASP19-1_SAMN09980676_METAG	SAMN09980676	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980676/
GASP19-1_SAMN09980677_METAG	SAMN09980677	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980677/
GASP19-1_SAMN09980678_METAG	SAMN09980678	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980678/
GASP19-1_SAMN09980679_METAG	SAMN09980679	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980679/
GASP19-1_SAMN09980680_METAG	SAMN09980680	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980680/
GASP19-1_SAMN09980681_METAG	SAMN09980681	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980681/
GASP19-1_SAMN09980682_METAG	SAMN09980682	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980682/
GASP19-1_SAMN09980683_METAG	SAMN09980683	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980683/
GASP19-1_SAMN09980684_METAG	SAMN09980684	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980684/
GASP19-1_SAMN09980685_METAG	SAMN09980685	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980685/
GASP19-1_SAMN09980686_METAG	SAMN09980686	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980686/
GASP19-1_SAMN09980687_METAG	SAMN09980687	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980687/
GASP19-1_SAMN09980688_METAG	SAMN09980688	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980688/
GASP19-1_SAMN09980689_METAG	SAMN09980689	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980689/
GASP19-1_SAMN09980690_METAG	SAMN09980690	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980690/
GASP19-1_SAMN09980691_METAG	SAMN09980691	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980691/
GASP19-1_SAMN09980692_METAG	SAMN09980692	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980692/
GASP19-1_SAMN09980693_METAG	SAMN09980693	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980693/
GASP19-1_SAMN09980694_METAG	SAMN09980694	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980694/
GASP19-1_SAMN09980695_METAG	SAMN09980695	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980695/
GASP19-1_SAMN09980696_METAG	SAMN09980696	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980696/
GASP19-1_SAMN09980697_METAG	SAMN09980697	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980697/
GASP19-1_SAMN09980698_METAG	SAMN09980698	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980698/
GASP19-1_SAMN09980699_METAG	SAMN09980699	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980699/
GASP19-1_SAMN09980700_METAG	SAMN09980700	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980700/
GASP19-1_SAMN09980701_METAG	SAMN09980701	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980701/
GASP19-1_SAMN09980702_METAG	SAMN09980702	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980702/
GASP19-1_SAMN09980703_METAG	SAMN09980703	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980703/
GASP19-1_SAMN09980704_METAG	SAMN09980704	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980704/
GASP19-1_SAMN09980705_METAG	SAMN09980705	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980705/
GASP19-1_SAMN09980706_METAG	SAMN09980706	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980706/
GASP19-1_SAMN09980707_METAG	SAMN09980707	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980707/
GASP19-1_SAMN09980708_METAG	SAMN09980708	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980708/
GASP19-1_SAMN09980709_METAG	SAMN09980709	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980709/
GASP19-1_SAMN09980710_METAG	SAMN09980710	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980710/
GASP19-1_SAMN09980711_METAG	SAMN09980711	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980711/
GASP19-1_SAMN09980712_METAG	SAMN09980712	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980712/
GASP19-1_SAMN09980713_METAG	SAMN09980713	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980713/
GASP19-1_SAMN09980714_METAG	SAMN09980714	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980714/
GASP19-1_SAMN09980715_METAG	SAMN09980715	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980715/
GASP19-1_SAMN09980716_METAG	SAMN09980716	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980716/
GASP19-1_SAMN09980717_METAG	SAMN09980717	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980717/
GASP19-1_SAMN09980718_METAG	SAMN09980718	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980718/
GASP19-1_SAMN09980719_METAG	SAMN09980719	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980719/
GASP19-1_SAMN09980720_METAG	SAMN09980720	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980720/
GASP19-1_SAMN09980721_METAG	SAMN09980721	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980721/
GASP19-1_SAMN09980722_METAG	SAMN09980722	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980722/
GASP19-1_SAMN09980723_METAG	SAMN09980723	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980723/
GASP19-1_SAMN09980724_METAG	SAMN09980724	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980724/
GASP19-1_SAMN09980725_METAG	SAMN09980725	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980725/
GASP19-1_SAMN09980726_METAG	SAMN09980726	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980726/
GASP19-1_SAMN09980727_METAG	SAMN09980727	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980727/
GASP19-1_SAMN09980728_METAG	SAMN09980728	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980728/
GASP19-1_SAMN09980729_METAG	SAMN09980729	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980729/
GASP19-1_SAMN09980730_METAG	SAMN09980730	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980730/
GASP19-1_SAMN09980731_METAG	SAMN09980731	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980731/
GASP19-1_SAMN09980732_METAG	SAMN09980732	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980732/
GASP19-1_SAMN09980733_METAG	SAMN09980733	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980733/
GASP19-1_SAMN09980734_METAG	SAMN09980734	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980734/
GASP19-1_SAMN09980735_METAG	SAMN09980735	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980735/
GASP19-1_SAMN09980736_METAG	SAMN09980736	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980736/
GASP19-1_SAMN09980737_METAG	SAMN09980737	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980737/
GASP19-1_SAMN09980738_METAG	SAMN09980738	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980738/
GASP19-1_SAMN09980739_METAG	SAMN09980739	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980739/
GASP19-1_SAMN09980740_METAG	SAMN09980740	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980740/
GASP19-1_SAMN09980741_METAG	SAMN09980741	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980741/
GASP19-1_SAMN09980742_METAG	SAMN09980742	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980742/
GASP19-1_SAMN09980743_METAG	SAMN09980743	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980743/
GASP19-1_SAMN09980744_METAG	SAMN09980744	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980744/
