#SAMPLE	BIOSAMPLE	STUDY	ENVIRONMENT	SOURCE_SAMPLE_LINK
ALNE20-1_SAMEA6236735_METAG	SAMEA6236735	ALNE20-1	marine metagenome, seawater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA6236735/
ANAN14-1_SAMN02727528_METAG	SAMN02727528	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727528/
ANAN14-1_SAMN02727529_METAG	SAMN02727529	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727529/
ANAN14-1_SAMN02727530_METAG	SAMN02727530	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727530/
ANAN14-1_SAMN02727531_METAG	SAMN02727531	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727531/
ANAN14-1_SAMN02727532_METAG	SAMN02727532	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727532/
ANAN14-1_SAMN02727533_METAG	SAMN02727533	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727533/
ANAN14-1_SAMN02727534_METAG	SAMN02727534	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727534/
ANAN14-1_SAMN02727535_METAG	SAMN02727535	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727535/
ANAN14-1_SAMN02727536_METAG	SAMN02727536	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727536/
ANAN14-1_SAMN02727537_METAG	SAMN02727537	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727537/
ANAN14-1_SAMN02727538_METAG	SAMN02727538	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727538/
ANAN14-1_SAMN02727539_METAG	SAMN02727539	ANAN14-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN02727539/
ANAN16-1_SAMN03202994-S001_METAG	SAMN03202994	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03202994/
ANAN16-1_SAMN03202995-S001_METAG	SAMN03202995	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03202995/
ANAN16-1_SAMN03202996-S001_METAG	SAMN03202996	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03202996/
ANAN16-1_SAMN03202997-S001_METAG	SAMN03202997	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03202997/
ANAN16-1_SAMN03202998-S001_METAG	SAMN03202998	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03202998/
ANAN16-1_SAMN03202999-S001_METAG	SAMN03202999	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03202999/
ANAN16-1_SAMN03203000-S001_METAG	SAMN03203000	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03203000/
ANAN16-1_SAMN03203001-S001_METAG	SAMN03203001	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03203001/
ANAN16-1_SAMN03203002-S001_METAG	SAMN03203002	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03203002/
ANAN16-1_SAMN03203003-S001_METAG	SAMN03203003	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03203003/
ANAN16-1_SAMN03203004-S001_METAG	SAMN03203004	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03203004/
ANAN16-1_SAMN03203005-S001_METAG	SAMN03203005	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03203005/
ANAN16-1_SAMN03842427-S001_METAG	SAMN03842427	ANAN16-1	freshwater sediment metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842427/
ANAN16-1_SAMN03842428-S001_METAG	SAMN03842428	ANAN16-1	freshwater sediment metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842428/
ANAN16-1_SAMN03842429-S001_METAG	SAMN03842429	ANAN16-1	freshwater sediment metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842429/
ANAN16-1_SAMN03842430-S001_METAG	SAMN03842430	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842430/
ANAN16-1_SAMN03842431-S001_METAG	SAMN03842431	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842431/
ANAN16-1_SAMN03842432-S001_METAG	SAMN03842432	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842432/
ANAN16-1_SAMN03842433-S001_METAG	SAMN03842433	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842433/
ANAN16-1_SAMN03842434-S001_METAG	SAMN03842434	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842434/
ANAN16-1_SAMN03842435-S001_METAG	SAMN03842435	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842435/
ANAN16-1_SAMN03842436-S001_METAG	SAMN03842436	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842436/
ANAN16-1_SAMN03842437-S001_METAG	SAMN03842437	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842437/
ANAN16-1_SAMN03842438-S001_METAG	SAMN03842438	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842438/
ANAN16-1_SAMN03842439-S001_METAG	SAMN03842439	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842439/
ANAN16-1_SAMN03842440-S001_METAG	SAMN03842440	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842440/
ANAN16-1_SAMN03842441-S001_METAG	SAMN03842441	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842441/
ANAN16-1_SAMN03842442-S001_METAG	SAMN03842442	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842442/
ANAN16-1_SAMN03842443-S001_METAG	SAMN03842443	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842443/
ANAN16-1_SAMN03842444-S001_METAG	SAMN03842444	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842444/
ANAN16-1_SAMN03842445-S001_METAG	SAMN03842445	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842445/
ANAN16-1_SAMN03842446-S001_METAG	SAMN03842446	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842446/
ANAN16-1_SAMN03842447-S001_METAG	SAMN03842447	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842447/
ANAN16-1_SAMN03842448-S001_METAG	SAMN03842448	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842448/
ANAN16-1_SAMN03842449-S001_METAG	SAMN03842449	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842449/
ANAN16-1_SAMN03842450-S001_METAG	SAMN03842450	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842450/
ANAN16-1_SAMN03842451-S001_METAG	SAMN03842451	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842451/
ANAN16-1_SAMN03842451-S002_METAG	SAMN03842451	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842451/
ANAN16-1_SAMN03842452-S001_METAG	SAMN03842452	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842452/
ANAN16-1_SAMN03842452-S002_METAG	SAMN03842452	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842452/
ANAN16-1_SAMN03842453-S001_METAG	SAMN03842453	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842453/
ANAN16-1_SAMN03842453-S002_METAG	SAMN03842453	ANAN16-1	groundwater metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN03842453/
ANDE17-1_SAMEA4470834_METAG	SAMEA4470834	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470834/
ANDE17-1_SAMEA4470835_METAG	SAMEA4470835	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470835/
ANDE17-1_SAMEA4470836_METAG	SAMEA4470836	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470836/
ANDE17-1_SAMEA4470837_METAG	SAMEA4470837	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470837/
ANDE17-1_SAMEA4470838_METAG	SAMEA4470838	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470838/
ANDE17-1_SAMEA4470839_METAG	SAMEA4470839	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470839/
ANDE17-1_SAMEA4470840_METAG	SAMEA4470840	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470840/
ANDE17-1_SAMEA4470841_METAG	SAMEA4470841	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470841/
ANDE17-1_SAMEA4470842_METAG	SAMEA4470842	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470842/
ANDE17-1_SAMEA4470843_METAG	SAMEA4470843	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470843/
ANDE17-1_SAMEA4470844_METAG	SAMEA4470844	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470844/
ANDE17-1_SAMEA4470845_METAG	SAMEA4470845	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470845/
ANDE17-1_SAMEA4470846_METAG	SAMEA4470846	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470846/
ANDE17-1_SAMEA4470847_METAG	SAMEA4470847	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470847/
ANDE17-1_SAMEA4470848_METAG	SAMEA4470848	ANDE17-1	hydrothermal vent metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4470848/
ANDE20-1_SAMEA4688837_METAG	SAMEA4688837	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688837/
ANDE20-1_SAMEA4688838_METAG	SAMEA4688838	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688838/
ANDE20-1_SAMEA4688839_METAG	SAMEA4688839	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688839/
ANDE20-1_SAMEA4688840_METAG	SAMEA4688840	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688840/
ANDE20-1_SAMEA4688841_METAG	SAMEA4688841	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688841/
ANDE20-1_SAMEA4688842_METAG	SAMEA4688842	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688842/
ANDE20-1_SAMEA4688843_METAG	SAMEA4688843	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688843/
ANDE20-1_SAMEA4688844_METAG	SAMEA4688844	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688844/
ANDE20-1_SAMEA4688845_METAG	SAMEA4688845	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688845/
ANDE20-1_SAMEA4688846_METAG	SAMEA4688846	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688846/
ANDE20-1_SAMEA4688847_METAG	SAMEA4688847	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688847/
ANDE20-1_SAMEA4688848_METAG	SAMEA4688848	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688848/
ANDE20-1_SAMEA4688849_METAG	SAMEA4688849	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688849/
ANDE20-1_SAMEA4688850_METAG	SAMEA4688850	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688850/
ANDE20-1_SAMEA4688851_METAG	SAMEA4688851	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688851/
ANDE20-1_SAMEA4688852_METAG	SAMEA4688852	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688852/
ANDE20-1_SAMEA4688853_METAG	SAMEA4688853	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688853/
ANDE20-1_SAMEA4688854_METAG	SAMEA4688854	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688854/
ANDE20-1_SAMEA4688855_METAG	SAMEA4688855	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688855/
ANDE20-1_SAMEA4688856_METAG	SAMEA4688856	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688856/
ANDE20-1_SAMEA4688857_METAG	SAMEA4688857	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688857/
ANDE20-1_SAMEA4688858_METAG	SAMEA4688858	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688858/
ANDE20-1_SAMEA4688859_METAG	SAMEA4688859	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688859/
ANDE20-1_SAMEA4688860_METAG	SAMEA4688860	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688860/
ANDE20-1_SAMEA4688861_METAG	SAMEA4688861	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688861/
ANDE20-1_SAMEA4688862_METAG	SAMEA4688862	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688862/
ANDE20-1_SAMEA4688863_METAG	SAMEA4688863	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688863/
ANDE20-1_SAMEA4688864_METAG	SAMEA4688864	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688864/
ANDE20-1_SAMEA4688865_METAG	SAMEA4688865	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688865/
ANDE20-1_SAMEA4688866_METAG	SAMEA4688866	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688866/
ANDE20-1_SAMEA4688867_METAG	SAMEA4688867	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688867/
ANDE20-1_SAMEA4688868_METAG	SAMEA4688868	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688868/
ANDE20-1_SAMEA4688869_METAG	SAMEA4688869	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688869/
ANDE20-1_SAMEA4688870_METAG	SAMEA4688870	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688870/
ANDE20-1_SAMEA4688871_METAG	SAMEA4688871	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688871/
ANDE20-1_SAMEA4688872_METAG	SAMEA4688872	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688872/
ANDE20-1_SAMEA4688873_METAG	SAMEA4688873	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688873/
ANDE20-1_SAMEA4688874_METAG	SAMEA4688874	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688874/
ANDE20-1_SAMEA4688875_METAG	SAMEA4688875	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688875/
ANDE20-1_SAMEA4688876_METAG	SAMEA4688876	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688876/
ANDE20-1_SAMEA4688877_METAG	SAMEA4688877	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688877/
ANDE20-1_SAMEA4688878_METAG	SAMEA4688878	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688878/
ANDE20-1_SAMEA4688879_METAG	SAMEA4688879	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688879/
ANDE20-1_SAMEA4688880_METAG	SAMEA4688880	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688880/
ANDE20-1_SAMEA4688881_METAG	SAMEA4688881	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688881/
ANDE20-1_SAMEA4688882_METAG	SAMEA4688882	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688882/
ANDE20-1_SAMEA4688883_METAG	SAMEA4688883	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688883/
ANDE20-1_SAMEA4688884_METAG	SAMEA4688884	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688884/
ANDE20-1_SAMEA4688885_METAG	SAMEA4688885	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688885/
ANDE20-1_SAMEA4688886_METAG	SAMEA4688886	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688886/
ANDE20-1_SAMEA4688887_METAG	SAMEA4688887	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688887/
ANDE20-1_SAMEA4688888_METAG	SAMEA4688888	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688888/
ANDE20-1_SAMEA4688889_METAG	SAMEA4688889	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688889/
ANDE20-1_SAMEA4688890_METAG	SAMEA4688890	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688890/
ANDE20-1_SAMEA4688891_METAG	SAMEA4688891	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688891/
ANDE20-1_SAMEA4688892_METAG	SAMEA4688892	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688892/
ANDE20-1_SAMEA4688893_METAG	SAMEA4688893	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688893/
ANDE20-1_SAMEA4688894_METAG	SAMEA4688894	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688894/
ANDE20-1_SAMEA4688895_METAG	SAMEA4688895	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688895/
ANDE20-1_SAMEA4688896_METAG	SAMEA4688896	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688896/
ANDE20-1_SAMEA4688897_METAG	SAMEA4688897	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688897/
ANDE20-1_SAMEA4688898_METAG	SAMEA4688898	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688898/
ANDE20-1_SAMEA4688899_METAG	SAMEA4688899	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688899/
ANDE20-1_SAMEA4688900_METAG	SAMEA4688900	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688900/
ANDE20-1_SAMEA4688901_METAG	SAMEA4688901	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688901/
ANDE20-1_SAMEA4688902_METAG	SAMEA4688902	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688902/
ANDE20-1_SAMEA4688903_METAG	SAMEA4688903	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688903/
ANDE20-1_SAMEA4688904_METAG	SAMEA4688904	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688904/
ANDE20-1_SAMEA4688905_METAG	SAMEA4688905	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688905/
ANDE20-1_SAMEA4688906_METAG	SAMEA4688906	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688906/
ANDE20-1_SAMEA4688907_METAG	SAMEA4688907	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688907/
ANDE20-1_SAMEA4688908_METAG	SAMEA4688908	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688908/
ANDE20-1_SAMEA4688909_METAG	SAMEA4688909	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688909/
ANDE20-1_SAMEA4688910_METAG	SAMEA4688910	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688910/
ANDE20-1_SAMEA4688911_METAG	SAMEA4688911	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688911/
ANDE20-1_SAMEA4688912_METAG	SAMEA4688912	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688912/
ANDE20-1_SAMEA4688913_METAG	SAMEA4688913	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688913/
ANDE20-1_SAMEA4688914_METAG	SAMEA4688914	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688914/
ANDE20-1_SAMEA4688915_METAG	SAMEA4688915	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688915/
ANDE20-1_SAMEA4688916_METAG	SAMEA4688916	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688916/
ANDE20-1_SAMEA4688917_METAG	SAMEA4688917	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688917/
ANDE20-1_SAMEA4688918_METAG	SAMEA4688918	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688918/
ANDE20-1_SAMEA4688919_METAG	SAMEA4688919	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688919/
ANDE20-1_SAMEA4688920_METAG	SAMEA4688920	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688920/
ANDE20-1_SAMEA4688921_METAG	SAMEA4688921	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688921/
ANDE20-1_SAMEA4688922_METAG	SAMEA4688922	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688922/
ANDE20-1_SAMEA4688923_METAG	SAMEA4688923	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688923/
ANDE20-1_SAMEA4688924_METAG	SAMEA4688924	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688924/
ANDE20-1_SAMEA4688925_METAG	SAMEA4688925	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688925/
ANDE20-1_SAMEA4688926_METAG	SAMEA4688926	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688926/
ANDE20-1_SAMEA4688927_METAG	SAMEA4688927	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688927/
ANDE20-1_SAMEA4688928_METAG	SAMEA4688928	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688928/
ANDE20-1_SAMEA4688929_METAG	SAMEA4688929	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688929/
ANDE20-1_SAMEA4688930_METAG	SAMEA4688930	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688930/
ANDE20-1_SAMEA4688931_METAG	SAMEA4688931	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688931/
ANDE20-1_SAMEA4688932_METAG	SAMEA4688932	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688932/
ANDE20-1_SAMEA4688933_METAG	SAMEA4688933	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688933/
ANDE20-1_SAMEA4688934_METAG	SAMEA4688934	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688934/
ANDE20-1_SAMEA4688935_METAG	SAMEA4688935	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688935/
ANDE20-1_SAMEA4688936_METAG	SAMEA4688936	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688936/
ANDE20-1_SAMEA4688937_METAG	SAMEA4688937	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688937/
ANDE20-1_SAMEA4688938_METAG	SAMEA4688938	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688938/
ANDE20-1_SAMEA4688939_METAG	SAMEA4688939	ANDE20-1	pig gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688939/
