genome	assembly_accession	biosample	canonical_attribute	attribute_name	attribute_value
RSGB23-1_GCF-002761295-V1_GENO_10000001	GCF_002761295.1	SAMN05908879	isolation_source	isolation_source	sediments from a salinarium in Figeria da Foz
RSGB23-1_GCF-002761295-V1_GENO_10000001	GCF_002761295.1	SAMN05908879	sample_type	sample_type	cell culture
RSGB23-1_GCF-002761755-V1_GENO_10000001	GCF_002761755.1	SAMN07832637	env_broad_scale	env_broad_scale	Tube well
RSGB23-1_GCF-002761755-V1_GENO_10000001	GCF_002761755.1	SAMN07832637	env_local_scale	env_local_scale	Tube well
RSGB23-1_GCF-002761755-V1_GENO_10000001	GCF_002761755.1	SAMN07832637	env_medium	env_medium	Water
RSGB23-1_GCF-002761755-V1_GENO_10000001	GCF_002761755.1	SAMN07832637	isolation_source	isolation_source	water
RSGB23-1_GCF-002762075-V1_GENO_10000001	GCF_002762075.1	SAMN06858905	env_broad_scale	env_broad_scale	River estuary
RSGB23-1_GCF-002762075-V1_GENO_10000001	GCF_002762075.1	SAMN06858905	env_local_scale	env_local_scale	Wetland
RSGB23-1_GCF-002762075-V1_GENO_10000001	GCF_002762075.1	SAMN06858905	env_medium	env_medium	Sediment
RSGB23-1_GCF-002762215-V1_GENO_10000001	GCF_002762215.1	SAMN07709032	isolation_source	isolation_source	soil
RSGB23-1_GCF-002762215-V1_GENO_10000001	GCF_002762215.1	SAMN07709032	sample_type	sample_type	cell culture
RSGB23-1_GCF-002762235-V1_GENO_10000001	GCF_002762235.1	SAMN07339723	env_broad_scale	env_broad_scale	food processing building
RSGB23-1_GCF-002762235-V1_GENO_10000001	GCF_002762235.1	SAMN07339723	env_local_scale	env_local_scale	manufacturing process
RSGB23-1_GCF-002762235-V1_GENO_10000001	GCF_002762235.1	SAMN07339723	env_medium	env_medium	microbial food product
RSGB23-1_GCF-002762235-V1_GENO_10000001	GCF_002762235.1	SAMN07339723	isolation_source	isolation_source	Pure culture in MRS broth and glycerol (2:1)
RSGB23-1_GCF-002762335-V1_GENO_10000001	GCF_002762335.1	SAMN07840594	isolation_source	isolation_source	Jukgye, Dongnam, Cheonan, Korea
RSGB23-1_GCF-002762335-V1_GENO_10000001	GCF_002762335.1	SAMN07840594	sample_type	sample_type	metagenomic assembly
RSGB23-1_GCF-002763455-V1_GENO_10000001	GCF_002763455.1	SAMN07249126	isolation_source	isolation_source	marine saltern sediment
RSGB23-1_GCF-002763455-V1_GENO_10000001	GCF_002763455.1	SAMN07249126	sample_type	sample_type	sediment
RSGB23-1_GCF-002763735-V1_GENO_10000001	GCF_002763735.1	SAMN07956209	host	host	Homo sapiens
RSGB23-1_GCF-002763735-V1_GENO_10000001	GCF_002763735.1	SAMN07956209	isolation_source	isolation_source	Subgingival dental plaque
RSGB23-1_GCF-002763975-V1_GENO_10000001	GCF_002763975.1	SAMN07980959	host	host	Homo sapiens
RSGB23-1_GCF-002763975-V1_GENO_10000001	GCF_002763975.1	SAMN07980959	isolation_source	isolation_source	Subgingival dental plaque
RSGB23-1_GCF-002764115-V1_GENO_10000001	GCF_002764115.1	SAMN05946057	host	host	Oxytropis triphylla
RSGB23-1_GCF-002764115-V1_GENO_10000001	GCF_002764115.1	SAMN05946057	isolation_source	isolation_source	root nodule
RSGB23-1_GCF-002764115-V1_GENO_10000001	GCF_002764115.1	SAMN05946057	sample_type	sample_type	cell culture
RSGB23-1_GCF-002770595-V1_GENO_10000001	GCF_002770595.1	SAMN07337715	host	host	Camellia sinensis
RSGB23-1_GCF-002770595-V1_GENO_10000001	GCF_002770595.1	SAMN07337715	isolation_source	isolation_source	leaf
RSGB23-1_GCF-002770595-V1_GENO_10000001	GCF_002770595.1	SAMN07337715	sample_type	sample_type	whole organism
RSGB23-1_GCF-002770725-V1_GENO_10000001	GCF_002770725.1	SAMN07510660	env_broad_scale	env_broad_scale	Wastewater treatment plant
RSGB23-1_GCF-002770725-V1_GENO_10000001	GCF_002770725.1	SAMN07510660	env_local_scale	env_local_scale	anaerobic sludge
RSGB23-1_GCF-002770725-V1_GENO_10000001	GCF_002770725.1	SAMN07510660	env_medium	env_medium	anaerobic sludge
RSGB23-1_GCF-002770725-V1_GENO_10000001	GCF_002770725.1	SAMN07510660	isolation_source	isolation_source	anaerobic sludge
RSGB23-1_GCF-002776555-V1_GENO_10000001	GCF_002776555.1	SAMN07171993	host	host	Polyplax serrata
RSGB23-1_GCF-002776555-V1_GENO_10000001	GCF_002776555.1	SAMN07171993	sample_type	sample_type	metagenomic assembly
RSGB23-1_GCF-002776575-V1_GENO_10000001	GCF_002776575.1	SAMN07411820	isolation_source	isolation_source	West sea sediment in South Korea
RSGB23-1_GCF-002776575-V1_GENO_10000001	GCF_002776575.1	SAMN07411820	sample_type	sample_type	cell culture
RSGB23-1_GCF-002776695-V1_GENO_10000001	GCF_002776695.1	SAMN03770688	env_broad_scale	env_broad_scale	Agricultural soil
RSGB23-1_GCF-002776695-V1_GENO_10000001	GCF_002776695.1	SAMN03770688	env_local_scale	env_local_scale	Paddy field
RSGB23-1_GCF-002776695-V1_GENO_10000001	GCF_002776695.1	SAMN03770688	env_medium	env_medium	soil
RSGB23-1_GCF-002777255-V1_GENO_10000001	GCF_002777255.1	SAMN04286332	isolation_source	isolation_source	Subsurface soil
RSGB23-1_GCF-002777255-V1_GENO_10000001	GCF_002777255.1	SAMN04286332	sample_type	sample_type	mixed culture
RSGB23-1_GCF-002777295-V1_GENO_10000001	GCF_002777295.1	SAMN05859942	host	host	Acyrthosiphon pisum
RSGB23-1_GCF-002777295-V1_GENO_10000001	GCF_002777295.1	SAMN05859942	isolation_source	isolation_source	Cell culture
RSGB23-1_GCF-002777295-V1_GENO_10000001	GCF_002777295.1	SAMN05859942	sample_type	sample_type	Cell culture
RSGB23-1_GCF-002777325-V1_GENO_10000001	GCF_002777325.1	SAMN05606827	host	host	Bombus pensylvanicus
RSGB23-1_GCF-002777325-V1_GENO_10000001	GCF_002777325.1	SAMN05606827	sample_type	sample_type	cell culture
RSGB23-1_GCF-002777395-V1_GENO_10000001	GCF_002777395.1	SAMN04571787	host	host	Sus scrofa domestica
RSGB23-1_GCF-002777395-V1_GENO_10000001	GCF_002777395.1	SAMN04571787	sample_type	sample_type	bacterial culture
RSGB23-1_GCF-002777465-V1_GENO_10000001	GCF_002777465.1	SAMN05606854	host	host	Bombus appositus
RSGB23-1_GCF-002777465-V1_GENO_10000001	GCF_002777465.1	SAMN05606854	sample_type	sample_type	cell culture
RSGB23-1_GCF-002777535-V1_GENO_10000001	GCF_002777535.1	SAMN07357090	isolation_source	isolation_source	soil
RSGB23-1_GCF-002777535-V1_GENO_10000001	GCF_002777535.1	SAMN07357090	sample_type	sample_type	Monoisolate
RSGB23-1_GCF-002777655-V1_GENO_10000001	GCF_002777655.1	SAMN05614852	host	host	Apis florea
RSGB23-1_GCF-002777655-V1_GENO_10000001	GCF_002777655.1	SAMN05614852	sample_type	sample_type	cell culture
RSGB23-1_GCF-002777825-V1_GENO_10000001	GCF_002777825.1	SAMN05609471	host	host	Bombus nevadensis
RSGB23-1_GCF-002777825-V1_GENO_10000001	GCF_002777825.1	SAMN05609471	sample_type	sample_type	cell culture
RSGB23-1_GCF-002777915-V1_GENO_10000001	GCF_002777915.1	SAMN07259768	isolation_source	isolation_source	Rodent
RSGB23-1_GCF-002777965-V1_GENO_10000001	GCF_002777965.1	SAMN07071687	isolation_source	isolation_source	food
RSGB23-1_GCF-002778015-V1_GENO_10000001	GCF_002778015.1	SAMN07261012	isolation_source	isolation_source	rodent
RSGB23-1_GCF-002778275-V1_GENO_10000001	GCF_002778275.1	SAMN06661517	env_broad_scale	env_broad_scale	freshwater
RSGB23-1_GCF-002778275-V1_GENO_10000001	GCF_002778275.1	SAMN06661517	isolation_source	isolation_source	shallow pond
RSGB23-1_GCF-002778275-V1_GENO_10000001	GCF_002778275.1	SAMN06661517	sample_type	sample_type	bacterial strain culture
RSGB23-1_GCF-002778285-V1_GENO_10000001	GCF_002778285.1	SAMN06661511	env_broad_scale	env_broad_scale	freshwater
RSGB23-1_GCF-002778285-V1_GENO_10000001	GCF_002778285.1	SAMN06661511	isolation_source	isolation_source	drinking water reservoir, LTER site
RSGB23-1_GCF-002778285-V1_GENO_10000001	GCF_002778285.1	SAMN06661511	sample_type	sample_type	bacterial strain culture
RSGB23-1_GCF-002778315-V1_GENO_10000001	GCF_002778315.1	SAMN06661523	env_broad_scale	env_broad_scale	freshwater
RSGB23-1_GCF-002778315-V1_GENO_10000001	GCF_002778315.1	SAMN06661523	isolation_source	isolation_source	humic pond in Novohradske mountains
RSGB23-1_GCF-002778315-V1_GENO_10000001	GCF_002778315.1	SAMN06661523	sample_type	sample_type	bacterial strain culture
RSGB23-1_GCF-002778325-V1_GENO_10000001	GCF_002778325.1	SAMN06661515	env_broad_scale	env_broad_scale	freshwater
RSGB23-1_GCF-002778325-V1_GENO_10000001	GCF_002778325.1	SAMN06661515	isolation_source	isolation_source	urban pond in the park
RSGB23-1_GCF-002778325-V1_GENO_10000001	GCF_002778325.1	SAMN06661515	sample_type	sample_type	bacterial strain culture
RSGB23-1_GCF-002780525-V1_GENO_10000001	GCF_002780525.1	SAMN06947349	host	host	Homo sapiens
RSGB23-1_GCF-002780525-V1_GENO_10000001	GCF_002780525.1	SAMN06947349	isolation_source	isolation_source	sputum
RSGB23-1_GCF-002786325-V1_GENO_10000001	GCF_002786325.1	SAMN07514659	env_broad_scale	env_broad_scale	seawater
RSGB23-1_GCF-002786325-V1_GENO_10000001	GCF_002786325.1	SAMN07514659	env_local_scale	env_local_scale	seawater
RSGB23-1_GCF-002786325-V1_GENO_10000001	GCF_002786325.1	SAMN07514659	env_medium	env_medium	seawater
RSGB23-1_GCF-002787055-V1_GENO_10000001	GCF_002787055.1	SAMN07637255	isolation_source	isolation_source	freshwater aquarium biofilter
RSGB23-1_GCF-002787055-V1_GENO_10000001	GCF_002787055.1	SAMN07637255	sample_type	sample_type	mixed culture
RSGB23-1_GCF-002794255-V1_GENO_10000001	GCF_002794255.1	SAMN08005496	isolation_source	isolation_source	soil
RSGB23-1_GCF-002794255-V1_GENO_10000001	GCF_002794255.1	SAMN08005496	sample_type	sample_type	whole organism
RSGB23-1_GCF-002794355-V1_GENO_10000001	GCF_002794355.1	SAMN07998893	env_broad_scale	env_broad_scale	water
RSGB23-1_GCF-002794355-V1_GENO_10000001	GCF_002794355.1	SAMN07998893	isolation_source	isolation_source	fresh water
RSGB23-1_GCF-002794355-V1_GENO_10000001	GCF_002794355.1	SAMN07998893	sample_type	sample_type	whole organism
RSGB23-1_GCF-002795205-V1_GENO_10000001	GCF_002795205.1	SAMN06858977	isolation_source	isolation_source	PAHs contaminated soil
RSGB23-1_GCF-002795205-V1_GENO_10000001	GCF_002795205.1	SAMN06858977	sample_type	sample_type	cell culture isolate
RSGB23-1_GCF-002795245-V1_GENO_10000001	GCF_002795245.1	SAMN08035463	host	host	forest legume species
RSGB23-1_GCF-002795245-V1_GENO_10000001	GCF_002795245.1	SAMN08035463	isolation_source	isolation_source	root nodules
RSGB23-1_GCF-002795245-V1_GENO_10000001	GCF_002795245.1	SAMN08035463	sample_type	sample_type	cell culture
RSGB23-1_GCF-002795305-V1_GENO_10000001	GCF_002795305.1	SAMN07981412	isolation_source	isolation_source	water from a cavern brook
RSGB23-1_GCF-002795305-V1_GENO_10000001	GCF_002795305.1	SAMN07981412	sample_type	sample_type	isolate cultured from water sample
RSGB23-1_GCF-002795405-V1_GENO_10000001	GCF_002795405.1	SAMN08040641	host	host	guinea pig
RSGB23-1_GCF-002795405-V1_GENO_10000001	GCF_002795405.1	SAMN08040641	isolation_source	isolation_source	pharynx
RSGB23-1_GCF-002795425-V1_GENO_10000001	GCF_002795425.1	SAMN08040642	host	host	guinea pig
RSGB23-1_GCF-002795425-V1_GENO_10000001	GCF_002795425.1	SAMN08040642	isolation_source	isolation_source	pharynx
RSGB23-1_GCF-002795805-V1_GENO_10000001	GCF_002795805.1	SAMN06046392	env_broad_scale	env_broad_scale	estuarine biome
RSGB23-1_GCF-002795805-V1_GENO_10000001	GCF_002795805.1	SAMN06046392	env_local_scale	env_local_scale	bay
RSGB23-1_GCF-002795805-V1_GENO_10000001	GCF_002795805.1	SAMN06046392	env_medium	env_medium	coastal water
RSGB23-1_GCF-002795805-V1_GENO_10000001	GCF_002795805.1	SAMN06046392	isolation_source	isolation_source	water column oxic-anoxic transition zone
RSGB23-1_GCF-002795825-V1_GENO_10000001	GCF_002795825.1	SAMN06046393	env_broad_scale	env_broad_scale	estuarine biome
RSGB23-1_GCF-002795825-V1_GENO_10000001	GCF_002795825.1	SAMN06046393	env_local_scale	env_local_scale	bay
RSGB23-1_GCF-002795825-V1_GENO_10000001	GCF_002795825.1	SAMN06046393	env_medium	env_medium	coastal water
RSGB23-1_GCF-002795825-V1_GENO_10000001	GCF_002795825.1	SAMN06046393	isolation_source	isolation_source	water column oxic-anoxic transition zone
RSGB23-1_GCF-002795845-V1_GENO_10000001	GCF_002795845.1	SAMN03652921	env_broad_scale	env_broad_scale	ENVO:00000895
RSGB23-1_GCF-002795845-V1_GENO_10000001	GCF_002795845.1	SAMN03652921	env_local_scale	env_local_scale	ENVO:00000569
RSGB23-1_GCF-002795845-V1_GENO_10000001	GCF_002795845.1	SAMN03652921	env_medium	env_medium	ENVO:00002042
RSGB23-1_GCF-002795845-V1_GENO_10000001	GCF_002795845.1	SAMN03652921	isolation_source	isolation_source	surface seawater, North Sea
RSGB23-1_GCF-002795865-V1_GENO_10000001	GCF_002795865.1	SAMN08031326	env_broad_scale	env_broad_scale	Intertidal sediment
RSGB23-1_GCF-002795865-V1_GENO_10000001	GCF_002795865.1	SAMN08031326	env_local_scale	env_local_scale	Intertidal zone of Yellow Sea
RSGB23-1_GCF-002795865-V1_GENO_10000001	GCF_002795865.1	SAMN08031326	env_medium	env_medium	Sediment
RSGB23-1_GCF-002795865-V1_GENO_10000001	GCF_002795865.1	SAMN08031326	isolation_source	isolation_source	Intertidal sediment
RSGB23-1_GCF-002796545-V1_GENO_10000001	GCF_002796545.1	SAMN08025209	isolation_source	isolation_source	soil
RSGB23-1_GCF-002796545-V1_GENO_10000001	GCF_002796545.1	SAMN08025209	sample_type	sample_type	Soil sample
RSGB23-1_GCF-002796605-V1_GENO_10000001	GCF_002796605.1	SAMN08038453	host	host	Leontopodium alpinum
RSGB23-1_GCF-002796605-V1_GENO_10000001	GCF_002796605.1	SAMN08038453	isolation_source	isolation_source	Tianshan mountain
RSGB23-1_GCF-002796605-V1_GENO_10000001	GCF_002796605.1	SAMN08038453	sample_type	sample_type	cell
RSGB23-1_GCF-002796795-V1_GENO_10000001	GCF_002796795.1	SAMN08054670	host	host	Ulva australis
RSGB23-1_GCF-002796795-V1_GENO_10000001	GCF_002796795.1	SAMN08054670	sample_type	sample_type	isolate
RSGB23-1_GCF-002797295-V1_GENO_10000001	GCF_002797295.1	SAMN07212118	isolation_source	isolation_source	soil
RSGB23-1_GCF-002797295-V1_GENO_10000001	GCF_002797295.1	SAMN07212118	sample_type	sample_type	cell culture
RSGB23-1_GCF-002797315-V1_GENO_10000001	GCF_002797315.1	SAMN07249150	isolation_source	isolation_source	soil
RSGB23-1_GCF-002797315-V1_GENO_10000001	GCF_002797315.1	SAMN07249150	sample_type	sample_type	cell culture
RSGB23-1_GCF-002797325-V1_GENO_10000001	GCF_002797325.1	SAMN07212054	isolation_source	isolation_source	soil
RSGB23-1_GCF-002797325-V1_GENO_10000001	GCF_002797325.1	SAMN07212054	sample_type	sample_type	cell culture
RSGB23-1_GCF-002797355-V1_GENO_10000001	GCF_002797355.1	SAMN07249153	isolation_source	isolation_source	soil
RSGB23-1_GCF-002797355-V1_GENO_10000001	GCF_002797355.1	SAMN07249153	sample_type	sample_type	cell culture
RSGB23-1_GCF-002797375-V1_GENO_10000001	GCF_002797375.1	SAMN07249165	isolation_source	isolation_source	soil
RSGB23-1_GCF-002797375-V1_GENO_10000001	GCF_002797375.1	SAMN07249165	sample_type	sample_type	cell culture
RSGB23-1_GCF-002797395-V1_GENO_10000001	GCF_002797395.1	SAMN07249152	isolation_source	isolation_source	soil
RSGB23-1_GCF-002797395-V1_GENO_10000001	GCF_002797395.1	SAMN07249152	sample_type	sample_type	cell culture
RSGB23-1_GCF-002798175-V1_GENO_10000001	GCF_002798175.1	SAMN07572235	host	host	Homo sapiens
RSGB23-1_GCF-002798175-V1_GENO_10000001	GCF_002798175.1	SAMN07572235	isolation_source	isolation_source	blood
RSGB23-1_GCF-002798175-V1_GENO_10000001	GCF_002798175.1	SAMN07572235	sample_type	sample_type	pure culture
RSGB23-1_GCF-002798195-V1_GENO_10000001	GCF_002798195.1	SAMN07572234	host	host	Homo sapiens
RSGB23-1_GCF-002798195-V1_GENO_10000001	GCF_002798195.1	SAMN07572234	isolation_source	isolation_source	dog bite
RSGB23-1_GCF-002798195-V1_GENO_10000001	GCF_002798195.1	SAMN07572234	sample_type	sample_type	pure culture
RSGB23-1_GCF-002798255-V1_GENO_10000001	GCF_002798255.1	SAMN07572230	host	host	Homo sapiens
RSGB23-1_GCF-002798255-V1_GENO_10000001	GCF_002798255.1	SAMN07572230	isolation_source	isolation_source	cat bite
RSGB23-1_GCF-002798255-V1_GENO_10000001	GCF_002798255.1	SAMN07572230	sample_type	sample_type	pure culture
RSGB23-1_GCF-002798275-V1_GENO_10000001	GCF_002798275.1	SAMN07572229	host	host	Homo sapiens
RSGB23-1_GCF-002798275-V1_GENO_10000001	GCF_002798275.1	SAMN07572229	isolation_source	isolation_source	dog bite
RSGB23-1_GCF-002798275-V1_GENO_10000001	GCF_002798275.1	SAMN07572229	sample_type	sample_type	pure culture
RSGB23-1_GCF-002798295-V1_GENO_10000001	GCF_002798295.1	SAMN07572227	host	host	Homo sapiens
RSGB23-1_GCF-002798295-V1_GENO_10000001	GCF_002798295.1	SAMN07572227	isolation_source	isolation_source	dog bite
RSGB23-1_GCF-002798295-V1_GENO_10000001	GCF_002798295.1	SAMN07572227	sample_type	sample_type	pure culture
RSGB23-1_GCF-002798305-V1_GENO_10000001	GCF_002798305.1	SAMN07733359	env_broad_scale	env_broad_scale	temperate soil
RSGB23-1_GCF-002798305-V1_GENO_10000001	GCF_002798305.1	SAMN07733359	host	host	Eisenia fetida
RSGB23-1_GCF-002798305-V1_GENO_10000001	GCF_002798305.1	SAMN07733359	isolation_source	isolation_source	cast from soil
RSGB23-1_GCF-002798305-V1_GENO_10000001	GCF_002798305.1	SAMN07733359	sample_type	sample_type	whole organism
RSGB23-1_GCF-002798405-V1_GENO_10000001	GCF_002798405.1	SAMN08005369	env_broad_scale	env_broad_scale	salt lake
RSGB23-1_GCF-002798405-V1_GENO_10000001	GCF_002798405.1	SAMN08005369	env_local_scale	env_local_scale	lake
RSGB23-1_GCF-002798405-V1_GENO_10000001	GCF_002798405.1	SAMN08005369	env_medium	env_medium	soli
RSGB23-1_GCF-002798405-V1_GENO_10000001	GCF_002798405.1	SAMN08005369	isolation_source	isolation_source	soil
RSGB23-1_GCF-002798405-V1_GENO_10000001	GCF_002798405.1	SAMN08005369	sample_type	sample_type	whole organism
RSGB23-1_GCF-002799155-V1_GENO_10000001	GCF_002799155.1	SAMN06644901	host	host	Homo sapiens
RSGB23-1_GCF-002799155-V1_GENO_10000001	GCF_002799155.1	SAMN06644901	isolation_source	isolation_source	urine
RSGB23-1_GCF-002799245-V1_GENO_10000001	GCF_002799245.1	SAMN06644928	isolation_source	isolation_source	Brackish water
RSGB23-1_GCF-002802865-V1_GENO_10000001	GCF_002802865.1	SAMN07978235	env_broad_scale	env_broad_scale	zoological garden
RSGB23-1_GCF-002802865-V1_GENO_10000001	GCF_002802865.1	SAMN07978235	env_local_scale	env_local_scale	zoological garden
RSGB23-1_GCF-002802865-V1_GENO_10000001	GCF_002802865.1	SAMN07978235	env_medium	env_medium	feces
RSGB23-1_GCF-002802865-V1_GENO_10000001	GCF_002802865.1	SAMN07978235	host	host	Saguinus oedipus
RSGB23-1_GCF-002802865-V1_GENO_10000001	GCF_002802865.1	SAMN07978235	isolation_source	isolation_source	feces
RSGB23-1_GCF-002802875-V1_GENO_10000001	GCF_002802875.1	SAMN07795303	env_broad_scale	env_broad_scale	zoological garden
RSGB23-1_GCF-002802875-V1_GENO_10000001	GCF_002802875.1	SAMN07795303	env_local_scale	env_local_scale	zoological garden
RSGB23-1_GCF-002802875-V1_GENO_10000001	GCF_002802875.1	SAMN07795303	env_medium	env_medium	feces
RSGB23-1_GCF-002802875-V1_GENO_10000001	GCF_002802875.1	SAMN07795303	host	host	Saguinus oedipus
RSGB23-1_GCF-002802905-V1_GENO_10000001	GCF_002802905.1	SAMN07795386	env_broad_scale	env_broad_scale	zoological garden
RSGB23-1_GCF-002802905-V1_GENO_10000001	GCF_002802905.1	SAMN07795386	env_local_scale	env_local_scale	zoological garden
RSGB23-1_GCF-002802905-V1_GENO_10000001	GCF_002802905.1	SAMN07795386	env_medium	env_medium	feces
RSGB23-1_GCF-002802905-V1_GENO_10000001	GCF_002802905.1	SAMN07795386	host	host	Saguinus imperator
RSGB23-1_GCF-002802915-V1_GENO_10000001	GCF_002802915.1	SAMN07795379	env_broad_scale	env_broad_scale	zoological garden
RSGB23-1_GCF-002802915-V1_GENO_10000001	GCF_002802915.1	SAMN07795379	env_local_scale	env_local_scale	zoological garden
RSGB23-1_GCF-002802915-V1_GENO_10000001	GCF_002802915.1	SAMN07795379	env_medium	env_medium	feces
RSGB23-1_GCF-002802915-V1_GENO_10000001	GCF_002802915.1	SAMN07795379	host	host	Saguinus oedipus
RSGB23-1_GCF-002802965-V1_GENO_10000001	GCF_002802965.1	SAMN07692021	isolation_source	isolation_source	spoiled jelly
RSGB23-1_GCF-002802965-V1_GENO_10000001	GCF_002802965.1	SAMN07692021	sample_type	sample_type	jelly
RSGB23-1_GCF-002802985-V1_GENO_10000001	GCF_002802985.1	SAMN07633136	isolation_source	isolation_source	extreme hyper-arid soil
RSGB23-1_GCF-002802985-V1_GENO_10000001	GCF_002802985.1	SAMN07633136	sample_type	sample_type	Whole organism
RSGB23-1_GCF-002803075-V1_GENO_10000001	GCF_002803075.1	SAMN07346482	sample_type	sample_type	whole organism
RSGB23-1_GCF-002803095-V1_GENO_10000001	GCF_002803095.1	SAMN08007718	isolation_source	isolation_source	soil
RSGB23-1_GCF-002803095-V1_GENO_10000001	GCF_002803095.1	SAMN08007718	sample_type	sample_type	whole organism
RSGB23-1_GCF-002803145-V1_GENO_10000001	GCF_002803145.1	SAMN07346486	isolation_source	isolation_source	soil of mountain
